Season,TeamID,tm_ts_std,opp_ts_std,tm_efg_std,opp_efg_std
2003,1102,0.13601991173290043,0.11410435361975228,0.14573910564686102,0.11023915337734629
2003,1103,0.07178157284150782,0.07055187701929101,0.07977892594457839,0.09010175653143272
2003,1104,0.06834822627257976,0.0757394093812284,0.08543861812134862,0.079746520956537
2003,1105,0.07652650226980295,0.08159691287541612,0.07872594052953642,0.09181447183909174
2003,1106,0.08405826704317454,0.0913306408363231,0.08220935567371414,0.10069687201326168
2003,1107,0.07192107701116374,0.06127381995466758,0.07603051599624895,0.06842896903316656
2003,1108,0.07201716834225877,0.07165048539280064,0.07415467376508911,0.07760378609458143
2003,1110,0.07348466240615316,0.07153798527852065,0.07517628612139224,0.07915919311603539
2003,1111,0.09050924047807725,0.09634810445345186,0.09967207097478756,0.09596887895181469
2003,1112,0.06575390164139956,0.053110304749625886,0.06559341249109531,0.05575929570557908
2003,1113,0.08359186893004451,0.08405453637807615,0.08969997449251185,0.08603454159720447
2003,1114,0.08900971063133535,0.07244638186622948,0.08563372143996958,0.07572338600425804
2003,1115,0.07151201468310205,0.06977542524053122,0.0834693688512825,0.08105723542377592
2003,1116,0.08304862983815511,0.08157185741959662,0.08458103273024474,0.08811053090425616
2003,1117,0.0760902908884601,0.08065198420527366,0.08460755962001916,0.09174846267826832
2003,1119,0.08986484410619157,0.05995669576826947,0.09399455834946013,0.07297185583658702
2003,1120,0.09357029570439875,0.09979497397540762,0.10019383231387184,0.09880621406264646
2003,1122,0.08735347920950993,0.07394218479466665,0.09342801200298013,0.08451478654244227
2003,1123,0.08103233328799196,0.07352102816143263,0.08198203970075761,0.08639062287944685
2003,1124,0.07363510972482519,0.08338265937332438,0.07739201820578008,0.08890544536686779
2003,1125,0.09232118566002355,0.09626000592840142,0.1004851225085582,0.106302009033872
2003,1126,0.09047209199716016,0.08243262810497108,0.09330148183791266,0.08964166497671128
2003,1127,0.06644300015865433,0.089733976730257,0.06621881546929256,0.09696769375772916
2003,1128,0.07215291925654095,0.08907027230793602,0.07678620242210744,0.09187571400992704
2003,1129,0.055630782663198076,0.05845298916844838,0.061972773897769694,0.06842882244180487
2003,1130,0.08615286277768494,0.07125891119604631,0.09267873296597773,0.07151149306828342
2003,1131,0.07582772136894847,0.06382443565325856,0.07676946709896124,0.07146545446371054
2003,1132,0.07075203726161639,0.062228104556877765,0.07203087785674647,0.06881452802525394
2003,1133,0.06525687659573083,0.07551582622951528,0.06900255836405034,0.07535539501626765
2003,1135,0.09744913477611769,0.07641254834822715,0.09947986810599392,0.08418930363228079
2003,1137,0.08565587881169817,0.08215925727884765,0.09178956677558978,0.0819594560752823
2003,1138,0.08074920112735177,0.082046973712674,0.09197961993098143,0.09135512019772564
2003,1139,0.06505434627673724,0.08845401526640827,0.06880004744969757,0.09271888005415962
2003,1140,0.07118656472346073,0.07823983618070962,0.07629910006281872,0.0740982213783488
2003,1141,0.0897696683987222,0.07113581469087273,0.10320106383639406,0.07291547726925951
2003,1142,0.06172680306710441,0.07782597083499802,0.07085633251448847,0.08300296178308626
2003,1143,0.06497207363058884,0.07437070940771347,0.06124603337061654,0.07389686805675881
2003,1144,0.09901736125908915,0.08983336694205923,0.09969645617704767,0.09429194139132416
2003,1145,0.05960341983688851,0.07222576609800521,0.062444951988918064,0.07482246993031559
2003,1147,0.09642629934587856,0.11032107508551571,0.10121072306785255,0.11207159125991603
2003,1148,0.07200794770966337,0.09121522214950493,0.0695559926418644,0.08885972139001554
2003,1149,0.06495401019571194,0.06707307617509617,0.059698684412564915,0.07738424589003919
2003,1150,0.08602421017767481,0.07499752621664388,0.08726831288489585,0.07785607843732066
2003,1151,0.07767599813118556,0.09107338933811689,0.08535178129083511,0.09158173630302974
2003,1152,0.05729393743299763,0.07700314593370418,0.06282370011961413,0.08425505658969236
2003,1153,0.08359070149500006,0.054355189186761965,0.08554032725035676,0.054899374945396456
2003,1154,0.07656793745417595,0.06234275695929059,0.07600752679868103,0.06593976996243839
2003,1155,0.08102250340926592,0.08978457303173515,0.08853337998309946,0.09810686903136837
