Season,TeamID,Pos_std,tm_off_eff_std,tm_def_eff_std
2003,1102,4.544884743,23.75220197,21.31602182
2003,1103,8.76828981,14.22334519,12.59831032
2003,1104,4.578047414,14.55474879,15.14180293
2003,1105,5.924156141,16.30784453,19.19003683
2003,1106,4.98086979,14.78485486,18.73235839
2003,1107,5.930436885,13.24818267,16.42675889
2003,1108,5.327231984,12.20485233,13.56725862
2003,1110,4.529159845,14.82552555,13.73914694
2003,1111,8.64543245,14.17980106,17.58231944
2003,1112,5.680540733,13.21149053,13.02174257
2003,1113,4.578849471,16.28995449,17.09608849
2003,1114,7.001191422,16.89957764,16.55004907
2003,1115,4.314610931,17.57878192,19.20383644
2003,1116,6.160654887,15.35207391,17.65755259
2003,1117,5.099993972,16.30823293,17.13845009
2003,1119,6.020395875,14.1998421,11.14632092
2003,1120,4.38448417,18.96653145,20.42280471
2003,1122,5.434618442,17.09535714,13.04556864
2003,1123,5.63051953,16.6474401,15.15722959
2003,1124,4.840672281,14.38559484,18.16491276
2003,1125,6.713436977,16.46830261,16.47174864
2003,1126,7.503784883,15.01333745,18.3278883
2003,1127,4.563621169,15.41199023,16.05598636
2003,1128,5.05495059,16.43696606,14.72172415
2003,1129,5.325278733,10.47852267,11.26616308
2003,1130,7.237526199,16.03378223,13.65690454
2003,1131,4.860373704,13.3719755,12.76933798
2003,1132,4.934101158,12.22926222,13.03971234
2003,1133,7.032036517,16.63448191,16.12349158
2003,1135,5.072053742,18.36283755,12.72250548
2003,1137,4.240738437,15.55351118,16.59738902
2003,1138,5.640184659,14.70949668,16.69677616
2003,1139,5.225833789,13.349464,16.10507633
2003,1140,4.79378459,14.5034373,15.87454167
2003,1141,4.516705179,16.06163251,12.1164633
2003,1142,6.36758893,12.09885337,15.15250238
2003,1143,5.30841529,10.4626073,15.70146759
2003,1144,6.911139721,18.42574918,14.68917028
2003,1145,4.161029968,13.41439648,13.37648351
2003,1147,4.83202057,18.63806453,18.72857939
2003,1148,4.853879948,14.52562831,15.2107036
2003,1149,4.298745795,14.28877788,10.79472381
2003,1150,6.632353046,17.46476858,16.68617988
2003,1151,6.159175663,14.79108529,17.36071745
2003,1152,4.766193513,12.9649744,12.67048964
2003,1153,7.38313624,14.71598421,16.38753794
2003,1154,5.525198188,14.32033366,13.55359817
2003,1155,3.958628011,17.5471269,15.10900965
2003,1156,4.997079432,12.55740427,14.73289158
2003,1157,5.263200692,17.04698645,13.28114061
2003,1158,5.311845952,15.16764526,13.34069204
2003,1159,5.897472642,17.54890097,15.76311788
2003,1160,5.577990414,17.58268216,11.24692622
2003,1161,6.42143069,13.83916107,15.87360229
2003,1162,5.648476877,15.23445546,11.88556065
2003,1163,6.003302674,15.14117904,12.87516491
2003,1164,6.605571125,17.80276904,14.7135945
2003,1165,5.408422861,14.10235623,15.3444455
2003,1166,4.867409355,14.46763936,15.06541706
2003,1168,6.850280502,15.85543029,14.78247673
2003,1169,6.42977618,15.50798984,13.08068058
2003,1170,6.134035531,18.35740388,14.45738915
2003,1171,5.764601879,16.65563642,16.12000992
2003,1172,7.333868772,12.02236792,13.85433526
2003,1173,5.859119576,10.35982797,14.67448541
2003,1174,4.645695863,14.92514077,13.56798948
2003,1175,5.37570324,20.41901462,17.53048023
2003,1176,4.315365428,16.59028005,17.5879386
2003,1177,6.440605776,15.8746065,18.55953278
2003,1178,5.429691518,15.42122791,13.19491629
2003,1179,5.172314071,16.16696621,16.24056037
2003,1180,5.186717711,19.26035056,14.26063608
2003,1181,6.584966822,11.33496611,16.07313094
2003,1182,5.015564795,15.45956469,13.6812483
2003,1183,4.586528813,15.75332784,14.98161271
2003,1184,6.423096342,14.82415158,15.43687886
2003,1185,4.552679686,14.0046001,14.12887216
2003,1186,6.654543077,13.95518975,14.46075843
2003,1187,5.507277945,14.83394319,17.87709544
2003,1189,5.701173417,17.17537323,18.84132185
2003,1190,6.364501675,14.50991225,13.57773251
2003,1191,4.937779881,16.78854964,17.76729194
2003,1192,6.258101194,12.95555105,15.49226753
2003,1193,5.514008094,13.41403553,13.78061298
2003,1194,5.274964822,12.522124,10.83932037
2003,1196,5.488994856,15.22478736,14.85040755
2003,1197,6.748390348,16.89234733,14.61662196
2003,1198,6.678118998,14.15497387,18.95919386
2003,1199,5.116656928,12.46623181,15.82924269
2003,1200,6.703843871,11.7994011,11.43982392
2003,1201,5.440670928,12.20167129,17.35354364
2003,1202,5.252052651,16.44810225,12.71037136
2003,1203,3.970072264,13.32558896,14.66236571
2003,1204,6.873499544,15.73880649,15.40607469
2003,1205,7.195695712,13.49389383,12.41506214
2003,1206,3.918665662,15.94122972,14.09184347
2003,1207,7.701722973,9.723853169,19.23650863
2003,1208,4.241782987,13.26814373,14.62730114
2003,1209,5.285905015,16.10317871,18.52908749
2003,1210,4.948823488,14.76132463,15.24094399
2003,1211,5.594071677,13.14002183,16.0897889
2003,1212,7.112681645,21.10824058,14.66773083
2003,1214,5.049195316,13.82626311,12.99974932
2003,1216,5.461117555,14.80113858,14.24456232
2003,1217,6.197292931,11.88237673,13.83029962
2003,1218,4.490664239,15.66605391,11.59806798
2003,1219,4.476327755,11.8254415,13.90896197
2003,1220,4.46941871,15.65454953,14.20097999
2003,1221,5.743535325,14.91422203,17.63241399
2003,1222,5.09539971,14.66766753,12.42526783
2003,1224,6.119115676,15.93318504,12.53857998
2003,1225,6.368560398,11.74041926,7.923752904
2003,1226,7.643449503,12.93405347,11.96087343
2003,1227,4.609516598,15.4069404,16.27141542
2003,1228,4.865331506,14.5952003,15.06991693
2003,1229,3.806696211,13.94704815,16.73966429
2003,1231,5.850655372,13.4188548,16.38460355
2003,1232,4.743444597,15.53019093,13.2321351
2003,1233,4.007365023,17.41110717,16.73623064
2003,1234,5.458067833,12.44190987,19.50024806
2003,1235,4.558017333,17.47327677,17.99906374
2003,1236,5.859710907,14.04889265,12.62565193
2003,1237,4.930009393,17.90801483,14.99600397
2003,1238,7.72834826,17.72574881,13.65099783
2003,1239,5.149527428,14.57922546,18.8055463
2003,1240,5.649156055,18.30939129,12.17926438
2003,1241,5.616766582,12.23473059,14.33244181
2003,1242,5.508215201,15.5590621,15.83978117
2003,1243,5.459340031,16.19665727,17.73276732
2003,1245,4.322545903,11.73643326,14.24143622
2003,1246,6.243023506,12.83822053,13.2380985
2003,1247,6.176743243,13.7015562,16.55395221
2003,1248,4.175323447,14.47193976,16.64455823
2003,1249,6.99026979,14.86488107,15.00096673
2003,1250,4.132993376,15.06660855,17.50660944
2003,1251,4.941867099,13.93162539,13.18848066
2003,1252,7.236334707,13.20687356,13.12307694
2003,1253,5.627810515,14.69487486,14.50866306
2003,1254,7.82158615,19.53176441,11.9401055
2003,1256,5.089426276,17.68563053,11.72453043
2003,1257,6.229677412,13.10815107,13.66300326
2003,1258,4.886235347,12.32294826,14.67935823
2003,1259,4.480432741,15.09485958,16.30711825
2003,1260,5.723544194,13.47639507,15.28759507
2003,1261,5.418545235,18.50466879,17.63232716
2003,1263,4.610424494,14.41530689,11.46100452
2003,1264,5.174593677,12.8284344,10.61008921
2003,1265,4.690542487,14.58423572,11.33353232
2003,1266,5.850749038,12.5478937,11.74913858
2003,1267,6.402978469,13.19303124,15.51932247
2003,1268,5.027355482,15.39020584,17.77620584
2003,1269,4.301651786,15.78447386,17.35214275
2003,1270,5.73589129,13.50167442,17.43048707
2003,1271,7.150069103,19.22758702,14.00697961
2003,1272,5.42325238,9.061949846,14.34466676
2003,1273,6.15951248,15.16669674,14.40263771
2003,1274,5.905459332,13.23210815,16.24927078
2003,1275,5.551568989,16.57241657,15.04271934
2003,1276,5.788646522,16.19028316,16.03582957
2003,1277,4.749443796,13.85260981,14.97968366
2003,1278,5.486340485,13.58587886,15.52226033
2003,1279,4.452735446,13.9080748,20.07021868
2003,1280,6.538567706,14.58435794,16.46065776
2003,1281,5.822350536,13.91166622,15.91374414
2003,1282,4.324716716,17.49541086,14.89962068
2003,1283,5.006604178,14.05235508,15.53538037
2003,1284,4.302467874,13.34493775,14.2185056
2003,1285,5.456331519,12.60924912,17.44649232
2003,1286,4.33149305,14.55939261,15.17789592
2003,1287,6.096508808,17.04919227,16.54904026
2003,1288,7.24797316,16.38109061,16.65954469
2003,1289,5.72264455,17.65454718,13.90895908
2003,1290,5.040643267,15.44249178,14.12413956
2003,1291,5.377804532,15.85017264,14.01558503
2003,1292,5.232429725,14.01163521,13.17771712
2003,1293,4.617956423,16.31375745,15.56937923
2003,1296,5.686169895,15.93525034,15.88350825
2003,1298,5.91609092,15.16777989,14.14469441
2003,1299,6.582466068,11.28096662,16.03561594
2003,1301,5.949876907,15.36905046,15.95797324
2003,1304,4.190816291,13.0035608,15.54512198
2003,1305,5.764932362,10.82008087,10.01562088
2003,1306,5.211171496,14.86209498,16.11749464
2003,1307,4.55319973,15.73198519,17.81775279
2003,1308,4.880730475,13.65008144,13.27339155
2003,1309,6.126055333,15.56084691,12.1938118
2003,1310,4.564600254,14.44193652,14.39989267
2003,1311,6.307844659,19.46897284,15.87897129
2003,1313,6.942592529,16.73356868,13.98896056
2003,1314,3.840263217,11.89021369,19.15905441
2003,1317,5.040204655,13.30471757,9.890189371
2003,1318,6.417613344,14.99730532,15.49440788
2003,1319,5.841206806,14.30797336,15.02591263
2003,1320,4.324350903,13.98390987,16.61544204
2003,1321,5.681385571,13.76218959,19.83305307
2003,1322,5.869236815,11.35142687,12.97431816
2003,1323,7.076271044,13.96263974,19.28661579
2003,1324,5.366943898,16.20324474,15.98743743
2003,1325,8.715944445,14.61063534,13.75316123
2003,1326,5.699032524,15.30548018,13.71157494
2003,1328,5.186823282,16.91417472,13.7762637
2003,1329,5.216810715,14.74094217,12.69810293
2003,1330,3.2404986,12.92982427,14.36823414
2003,1331,4.896976259,12.8877944,15.47614523
2003,1332,6.22993833,14.82213613,15.28193416
2003,1333,4.590993689,13.88418696,15.12533366
2003,1334,6.30276099,13.43905955,14.56812239
2003,1335,5.615744466,17.3538373,16.72625593
2003,1336,4.94991609,17.02685168,14.83323013
2003,1337,6.904813477,14.97003152,13.81323516
2003,1338,5.096298409,11.73383788,13.8152275
