Season,TeamID,tm_ft_pct
2003,1102,0.651356993736952
2003,1103,0.7363896848137536
2003,1104,0.7098976109215017
2003,1105,0.7059859154929577
2003,1106,0.6464208242950108
2003,1107,0.7335092348284961
2003,1108,0.6685962373371924
2003,1110,0.6814516129032258
2003,1111,0.7195301027900147
2003,1112,0.7014285714285714
2003,1113,0.6697368421052632
2003,1114,0.6926751592356688
2003,1115,0.6389452332657201
2003,1116,0.6094890510948905
2003,1117,0.7378815080789947
2003,1119,0.6761006289308176
2003,1120,0.6621621621621622
2003,1122,0.691358024691358
2003,1123,0.7259036144578314
2003,1124,0.725050916496945
2003,1125,0.7018867924528301
2003,1126,0.6931407942238267
2003,1127,0.6759259259259259
2003,1128,0.7231833910034602
2003,1129,0.6974358974358974
2003,1130,0.6908602150537635
2003,1131,0.7430555555555556
2003,1132,0.7373271889400922
2003,1133,0.7039764359351989
2003,1135,0.7442857142857143
2003,1137,0.6371100164203612
2003,1138,0.6716417910447762
2003,1139,0.7229166666666667
2003,1140,0.753004005340454
2003,1141,0.7657534246575343
2003,1142,0.7163120567375887
2003,1143,0.6855123674911661
2003,1144,0.698744769874477
2003,1145,0.7052401746724891
2003,1147,0.7696526508226691
2003,1148,0.7474949899799599
2003,1149,0.7452830188679245
2003,1150,0.6337308347529813
2003,1151,0.759375
2003,1152,0.6176961602671118
2003,1153,0.6898839137645107
2003,1154,0.6639004149377593
2003,1155,0.6565495207667732
2003,1156,0.6593059936908517
2003,1157,0.7329192546583851
2003,1158,0.6851211072664359
2003,1159,0.6887755102040817
2003,1160,0.6752021563342318
2003,1161,0.7005494505494505
2003,1162,0.6712962962962963
2003,1163,0.6742081447963801
2003,1164,0.7312072892938497
2003,1165,0.6369710467706013
2003,1166,0.6928895612708018
2003,1168,0.6484098939929329
2003,1169,0.7054908485856906
2003,1170,0.6718213058419243
2003,1171,0.704
2003,1172,0.7736263736263737
2003,1173,0.7155824508320726
2003,1174,0.7058823529411765
2003,1175,0.6868250539956804
2003,1176,0.7279874213836478
2003,1177,0.7271241830065359
2003,1178,0.7038391224862889
2003,1179,0.7314487632508834
2003,1180,0.6731793960923623
2003,1181,0.7090261282660333
2003,1182,0.6890343698854338
2003,1183,0.7641843971631206
2003,1184,0.6937269372693727
2003,1185,0.644
2003,1186,0.7337192474674384
2003,1187,0.6908713692946058
2003,1189,0.6586433260393874
2003,1190,0.7388059701492538
2003,1191,0.7296
2003,1192,0.7043795620437956
2003,1193,0.7223684210526315
2003,1194,0.6680080482897385
2003,1196,0.7052810902896082
2003,1197,0.6767241379310345
2003,1198,0.6105769230769231
2003,1199,0.6717557251908397
2003,1200,0.6180422264875239
2003,1201,0.7064393939393939
2003,1202,0.6909090909090909
2003,1203,0.675392670157068
