Season,TeamID,RawNetEff,AdjNetEff
2003,1102,0.21723949862478317,2.5491201291517447
2003,1103,0.28876731351001833,-0.8920818762422935
2003,1104,6.048998715756051,16.00504165105513
2003,1105,-6.9171272084245725,-17.739564999762635
2003,1106,-0.4664710499246435,-9.118577973885106
2003,1107,-14.883751476946601,-18.899801609028852
2003,1108,-5.3136211226246415,-11.597642084256572
2003,1110,7.364074880583007,2.7617795649199497
2003,1111,2.0712185609834424,-0.5740324497267617
2003,1112,20.28115081195953,27.877549830262915
2003,1113,10.463441378779082,18.39005485634936
2003,1114,0.13435289248436888,-0.01518220461447838
2003,1115,-28.414692592902842,-28.87411568071072
2003,1116,-8.261433942818828,3.0171276995790297
2003,1117,1.4871746073761198,0.9203684827077931
2003,1119,-22.441424218572642,-26.15562419656715
2003,1120,6.337211133126491,13.933610670834643
2003,1122,3.4698682579438898,2.8538798695443712
2003,1123,-4.5007412856210935,-0.8553323332413691
2003,1124,0.3400664428627265,5.664837730710704
2003,1125,2.6301539018126716,0.5591608313083855
2003,1126,-12.458361313240747,-22.435246216322728
2003,1127,0.8607565084274611,-3.039834063258007
2003,1128,5.022876663324944,-6.764139816296907
2003,1129,-1.4681758881703628,-2.310175655753398
2003,1130,4.888759968816438,12.945751484998407
2003,1131,7.699252764142783,4.6566054147679345
2003,1132,-6.338808449774617,-2.1140482625643244
2003,1133,0.1259885506690377,1.992167776383627
2003,1135,2.933826310363865,0.9276689827464506
2003,1137,-1.9812389558082464,-5.637834586156831
2003,1138,-11.678543803153463,-11.044671818746838
2003,1139,14.177189014402414,16.3427823798773
2003,1140,14.586609412255122,19.820683489625036
2003,1141,8.771971017795824,10.344504516242598
2003,1142,-1.1707255945099628,-2.286555148685143
2003,1143,6.939357262569433,13.464684028717299
2003,1144,-20.646910102085737,-25.858979845251632
2003,1145,-1.2077574121864525,-3.4610653868665606
2003,1147,-8.167102052270176,-9.690156930215974
2003,1148,0.5864565948523703,-8.035106530987422
2003,1149,-1.8115847615788856,-10.215431616615772
2003,1150,-2.429458089992853,5.8237881666688995
2003,1151,6.902657655634911,3.352962516939337
2003,1152,-18.29349175739678,-19.106214371488367
2003,1153,8.433400911762801,16.149309234366175
2003,1154,-12.68185272404586,-15.094604863282708
2003,1155,0.6424397598570337,4.660744317512322
2003,1156,-11.738902510919454,-8.77650863161235
2003,1157,-3.445921987948594,-11.430499449169293
2003,1158,7.235390623766581,3.4635386401429993
2003,1159,-2.701212234932257,-8.219357597238062
2003,1160,7.7720460755795395,16.2564444581149
2003,1161,1.4836332078947356,5.709327444068139
2003,1162,-21.15628729042994,-23.615829018754983
2003,1163,11.907910669098495,18.387631596494543
2003,1164,-6.686718205118203,-12.122890085650264
2003,1165,-12.928344095045068,-15.015178226458284
2003,1166,22.124536815218754,21.599672472916545
2003,1168,-6.470431328178232,-8.579648288687897
2003,1169,-0.7131236434138088,-2.4373844271613456
2003,1170,-10.815664561840032,-11.269049813447658
2003,1171,-8.990800780197137,-12.619822170496372
